index, pos_x, pos_y, pos_z, size_x, size_y, size_z
1507,-149.541,3.0,-592.1834,4.0,0.03,3.2
1508,-194.267,3.0,325.9414,4.0,0.03,3.2
1509,-1.4691,3.0,433.614,4.0,0.03,3.2
1510,-482.1185,3.0,227.8144,4.0,0.03,3.2
1511,55.5826,3.0,139.8729,4.0,0.03,3.2
1512,229.9718,3.0,214.236,4.0,0.03,3.2
1513,-39.4435,3.0,-404.9231,4.0,0.03,3.2
1514,318.8265,3.0,-281.8856,4.0,0.03,3.2
1515,31.9239,3.0,432.9934,4.0,0.03,3.2
1516,-152.9197,3.0,-552.1896,4.0,0.03,3.2
1517,24.2082,3.0,419.8718,4.0,0.03,3.2
1518,-163.9337,3.0,329.5821,4.0,0.03,3.2
1519,118.7293,3.0,268.6379,4.0,0.03,3.2
1520,-370.1565,3.0,213.8242,4.0,0.03,3.2
1521,86.0119,3.0,160.2785,4.0,0.03,3.2
1522,-190.5182,3.0,-601.0188,4.0,0.03,3.2
1523,-369.6654,3.0,338.881,4.0,0.03,3.2
1524,-289.8769,3.0,316.0039,4.0,0.03,3.2
1525,-165.7247,3.0,-63.8047,4.0,0.03,3.2
1526,612.4375,3.0,-94.3469,4.0,0.03,3.2
1527,-580.7375,3.0,83.0723,4.0,0.03,3.2
1528,309.0042,3.0,66.6208,4.0,0.03,3.2
1529,-314.378,3.0,270.5356,4.0,0.03,3.2
1530,-576.158,3.0,110.7464,4.0,0.03,3.2
1531,581.1548,3.0,33.081,4.0,0.03,3.2
1532,-169.7221,3.0,-24.9924,4.0,0.03,3.2
1533,256.9096,3.0,-16.6581,4.0,0.03,3.2
1534,60.7365,3.0,430.3801,4.0,0.03,3.2
1535,-506.1004,3.0,217.178,4.0,0.03,3.2
1536,-188.1002,3.0,14.2934,4.0,0.03,3.2
1537,167.3836,3.0,322.7107,4.0,0.03,3.2
1538,-429.5877,3.0,257.0761,4.0,0.03,3.2
1539,638.2318,3.0,-45.5845,4.0,0.03,3.2
1540,165.7746,3.0,243.8411,4.0,0.03,3.2
1541,-398.94,3.0,187.2099,4.0,0.03,3.2
1542,-15.9303,3.0,433.0841,4.0,0.03,3.2
1543,484.1288,3.0,-353.633,4.0,0.03,3.2
1544,-386.6231,3.0,240.8178,4.0,0.03,3.2
1545,-611.0971,3.0,-134.341,4.0,0.03,3.2
1546,74.0826,3.0,196.7597,4.0,0.03,3.2
1547,526.8972,3.0,60.815,4.0,0.03,3.2
1548,-476.6,3.0,239.3096,4.0,0.03,3.2
1549,498.3224,3.0,180.5077,4.0,0.03,3.2
1550,-452.6358,3.0,-249.7632,4.0,0.03,3.2
1551,-231.5034,3.0,345.8566,4.0,0.03,3.2
1552,-539.0102,3.0,179.5261,4.0,0.03,3.2
1553,82.2062,3.0,-440.8436,4.0,0.03,3.2
1554,141.5166,3.0,-117.7418,4.0,0.03,3.2
1555,-567.7256,3.0,6.0027,4.0,0.03,3.2
1556,-126.5735,3.0,426.7133,4.0,0.03,3.2
1557,-445.7771,3.0,227.3424,4.0,0.03,3.2
1558,136.8491,3.0,-598.6856,4.0,0.03,3.2
1559,-30.3667,3.0,432.072,4.0,0.03,3.2
1560,152.8193,3.0,121.9137,4.0,0.03,3.2
1561,-183.4348,3.0,345.9438,4.0,0.03,3.2
1562,598.3638,3.0,55.1046,4.0,0.03,3.2
1563,619.7148,3.0,6.3831,4.0,0.03,3.2
1564,-130.7643,3.0,-521.8011,4.0,0.03,3.2
1565,245.3866,3.0,330.7471,4.0,0.03,3.2
1566,388.9399,3.0,-32.8295,4.0,0.03,3.2
1567,125.1541,3.0,247.087,4.0,0.03,3.2
1568,455.0345,3.0,-270.6104,4.0,0.03,3.2
1569,162.203,3.0,99.6469,4.0,0.03,3.2
1570,646.7513,3.0,-130.8563,4.0,0.03,3.2
1571,-242.5982,3.0,-166.1516,4.0,0.03,3.2
1572,279.624,3.0,269.4261,4.0,0.03,3.2
1573,28.7728,3.0,-593.3565,4.0,0.03,3.2
1574,356.108,3.0,302.1851,4.0,0.03,3.2
1575,-219.8195,3.0,353.6345,4.0,0.03,3.2
1576,-138.1492,3.0,-222.5557,4.0,0.03,3.2
1577,600.7444,3.0,-14.8106,4.0,0.03,3.2
1578,313.9465,3.0,-423.9072,4.0,0.03,3.2
1579,538.7687,3.0,167.4166,4.0,0.03,3.2
1580,418.8239,3.0,-84.4623,4.0,0.03,3.2
1581,17.4669,3.0,433.5781,4.0,0.03,3.2
1582,260.2455,3.0,-81.316,4.0,0.03,3.2
1583,551.8463,3.0,-118.1095,4.0,0.03,3.2
1584,125.7564,3.0,328.4781,4.0,0.03,3.2
1585,567.9208,3.0,126.9278,4.0,0.03,3.2
1586,473.4897,3.0,-198.4986,4.0,0.03,3.2
1587,115.6618,3.0,-564.6017,4.0,0.03,3.2
1588,205.7138,3.0,176.7365,4.0,0.03,3.2
1589,163.7693,3.0,362.6118,4.0,0.03,3.2
1590,103.4621,3.0,422.8771,4.0,0.03,3.2
1591,128.4595,3.0,274.3701,4.0,0.03,3.2
1592,426.3949,3.0,-29.0437,4.0,0.03,3.2
1593,261.3588,3.0,159.325,4.0,0.03,3.2
1594,276.3371,3.0,-151.952,4.0,0.03,3.2
1595,-59.1007,3.0,428.6062,4.0,0.03,3.2
1596,369.8796,3.0,237.7931,4.0,0.03,3.2
1597,461.999,3.0,258.7341,4.0,0.03,3.2
1598,235.5512,3.0,102.4089,4.0,0.03,3.2
1599,-169.5579,3.0,-367.2909,4.0,0.03,3.2
1600,-188.4523,3.0,156.1093,4.0,0.03,3.2
1601,493.9315,3.0,192.0343,4.0,0.03,3.2
1602,117.509,3.0,419.4312,4.0,0.03,3.2
1603,-55.5279,3.0,-227.1914,4.0,0.03,3.2
1604,-124.5197,3.0,269.5277,4.0,0.03,3.2
1605,594.8813,3.0,-84.5204,4.0,0.03,3.2
1606,-322.9167,3.0,-342.9539,4.0,0.03,3.2
1607,75.1921,3.0,82.7021,4.0,0.03,3.2
1608,264.1545,3.0,383.445,4.0,0.03,3.2
1609,548.9133,3.0,-130.9162,4.0,0.03,3.2
1610,-347.5689,3.0,225.2628,4.0,0.03,3.2
1611,354.5491,3.0,-303.9758,4.0,0.03,3.2
1612,102.8563,3.0,284.3121,4.0,0.03,3.2
1613,384.1232,3.0,68.7893,4.0,0.03,3.2
1614,-227.9837,3.0,-505.287,4.0,0.03,3.2
1615,-224.1226,3.0,205.0286,4.0,0.03,3.2
1616,-177.0923,3.0,121.3762,4.0,0.03,3.2
1617,635.3801,3.0,-75.284,4.0,0.03,3.2
1618,-512.9747,3.0,-323.5562,4.0,0.03,3.2
1619,614.4697,3.0,-177.4847,4.0,0.03,3.2
1620,44.8965,3.0,-210.6818,4.0,0.03,3.2
1621,-329.5128,3.0,357.935,4.0,0.03,3.2
1622,-196.6749,3.0,-207.5056,4.0,0.03,3.2
1623,-420.8222,3.0,301.0409,4.0,0.03,3.2
1624,426.2413,3.0,285.0156,4.0,0.03,3.2
1625,-459.0465,3.0,-96.0102,4.0,0.03,3.2
1626,263.434,3.0,-118.5572,4.0,0.03,3.2
1627,-13.0193,3.0,382.6319,4.0,0.03,3.2
1628,199.3109,3.0,359.4738,4.0,0.03,3.2
1629,-87.5434,3.0,423.2307,4.0,0.03,3.2
1630,287.1038,3.0,-261.6467,4.0,0.03,3.2
1631,570.7584,3.0,113.6733,4.0,0.03,3.2
1632,-168.5709,3.0,411.2014,4.0,0.03,3.2
1633,-133.9717,3.0,-73.9765,4.0,0.03,3.2
1634,619.6972,3.0,-8.0604,4.0,0.03,3.2
1635,-21.1641,3.0,-611.9133,4.0,0.03,3.2
1636,-98.9402,3.0,62.4208,4.0,0.03,3.2
1637,535.7535,3.0,-270.4548,4.0,0.03,3.2
1638,158.8472,3.0,406.3155,4.0,0.03,3.2
1639,365.3129,3.0,-166.5862,4.0,0.03,3.2
1640,-119.0106,3.0,-207.3797,4.0,0.03,3.2
1641,52.1637,3.0,417.802,4.0,0.03,3.2
1642,-170.9361,3.0,264.3978,4.0,0.03,3.2
1643,66.0725,3.0,416.0694,4.0,0.03,3.2
1644,429.4075,3.0,-147.3009,4.0,0.03,3.2
1645,109.6848,3.0,-106.8079,4.0,0.03,3.2
1646,-341.2779,3.0,346.4919,4.0,0.03,3.2
1647,600.2298,3.0,-28.8,4.0,0.03,3.2
1648,639.8718,3.0,-160.8647,4.0,0.03,3.2
1649,-520.1918,3.0,180.2839,4.0,0.03,3.2
1650,74.0368,3.0,248.9663,4.0,0.03,3.2
1651,347.9443,3.0,199.7236,4.0,0.03,3.2
1652,-22.1548,3.0,419.1924,4.0,0.03,3.2
1653,-403.0202,3.0,241.4936,4.0,0.03,3.2
1654,440.284,3.0,-22.7707,4.0,0.03,3.2
1655,408.0003,3.0,-228.9327,4.0,0.03,3.2
1656,-442.4967,3.0,198.175,4.0,0.03,3.2
1657,140.2836,3.0,194.5078,4.0,0.03,3.2
1658,79.9152,3.0,413.8737,4.0,0.03,3.2
1659,-310.9392,3.0,-144.1098,4.0,0.03,3.2
1660,-605.0413,3.0,20.8614,4.0,0.03,3.2
1661,-113.3871,3.0,-25.0717,4.0,0.03,3.2
1662,257.18,3.0,181.7532,4.0,0.03,3.2
1663,-36.1248,3.0,417.9803,4.0,0.03,3.2
1664,-382.621,3.0,-190.1558,4.0,0.03,3.2
1665,-411.044,3.0,41.0014,4.0,0.03,3.2
1666,-182.2006,3.0,405.1055,4.0,0.03,3.2
1667,76.4414,3.0,291.8731,4.0,0.03,3.2
1668,-602.067,3.0,-234.5306,4.0,0.03,3.2
1669,-101.3917,3.0,-38.353,4.0,0.03,3.2
1670,-257.7187,3.0,-120.1999,4.0,0.03,3.2
1671,93.6761,3.0,411.2182,4.0,0.03,3.2
1672,-22.6543,3.0,337.5473,4.0,0.03,3.2
1673,109.6107,3.0,-220.0815,4.0,0.03,3.2
1674,28.4336,3.0,272.9785,4.0,0.03,3.2
1675,-149.5845,3.0,245.0266,4.0,0.03,3.2
1676,36.8762,3.0,-226.6832,4.0,0.03,3.2
1677,-428.2564,3.0,-259.3248,4.0,0.03,3.2
1678,338.4709,3.0,-167.7803,4.0,0.03,3.2
1679,22.0654,3.0,299.6087,4.0,0.03,3.2
1680,329.4344,3.0,269.6947,4.0,0.03,3.2
1681,515.9295,3.0,180.2164,4.0,0.03,3.2
1682,-88.1595,3.0,314.3632,4.0,0.03,3.2
1683,-391.417,3.0,-202.7342,4.0,0.03,3.2
1684,-309.9127,3.0,33.0277,4.0,0.03,3.2
1685,92.4495,3.0,373.5555,4.0,0.03,3.2
1686,107.3397,3.0,408.1053,4.0,0.03,3.2
1687,-303.1753,3.0,-441.5744,4.0,0.03,3.2
1688,-283.4869,3.0,-212.9024,4.0,0.03,3.2
1689,-129.3833,3.0,411.6406,4.0,0.03,3.2
1690,-116.9542,3.0,80.6948,4.0,0.03,3.2
1691,328.7889,3.0,136.123,4.0,0.03,3.2
1692,174.9363,3.0,371.4746,4.0,0.03,3.2
1693,-528.0999,3.0,69.2115,4.0,0.03,3.2
1694,-416.5718,3.0,92.4108,4.0,0.03,3.2
1695,-542.425,3.0,-92.5111,4.0,0.03,3.2
1696,344.7709,3.0,-558.7555,4.0,0.03,3.2
1697,278.4633,3.0,-486.8445,4.0,0.03,3.2
1698,331.8674,3.0,-128.6074,4.0,0.03,3.2
1699,318.3972,3.0,243.2142,4.0,0.03,3.2
1700,633.4285,3.0,-90.0748,4.0,0.03,3.2
1701,546.0683,3.0,142.1751,4.0,0.03,3.2
1702,475.6574,3.0,-364.781,4.0,0.03,3.2
1703,457.8164,3.0,-414.9294,4.0,0.03,3.2
1704,365.9829,3.0,290.3915,4.0,0.03,3.2
1705,427.2015,3.0,12.9115,4.0,0.03,3.2
1706,575.4896,3.0,86.9827,4.0,0.03,3.2
1707,-623.8731,3.0,-45.663,4.0,0.03,3.2
1708,-622.6205,3.0,-60.5548,4.0,0.03,3.2
1709,-337.8004,3.0,-137.4744,4.0,0.03,3.2
1710,-605.3439,3.0,-8.0753,4.0,0.03,3.2
1711,-335.9153,3.0,-110.0133,4.0,0.03,3.2
1712,-264.3331,3.0,270.3733,4.0,0.03,3.2
1713,-205.6618,3.0,-58.2263,4.0,0.03,3.2
1714,573.2829,3.0,100.3558,4.0,0.03,3.2
1715,-129.5199,3.0,-209.6453,4.0,0.03,3.2
1716,-166.4492,3.0,-412.1017,4.0,0.03,3.2
1717,245.7501,3.0,181.8654,4.0,0.03,3.2
1718,120.8911,3.0,404.5389,4.0,0.03,3.2
1719,30.5427,3.0,406.9276,4.0,0.03,3.2
1720,-344.5709,3.0,-78.0311,4.0,0.03,3.2
1721,21.8096,3.0,-290.5084,4.0,0.03,3.2
1722,-369.7111,3.0,69.125,4.0,0.03,3.2
1723,-170.2788,3.0,20.6754,4.0,0.03,3.2
1724,545.6743,3.0,-143.65,4.0,0.03,3.2
1725,389.1138,3.0,309.1925,4.0,0.03,3.2
1726,-63.9074,3.0,414.1614,4.0,0.03,3.2
1727,-19.095,3.0,-227.1058,4.0,0.03,3.2
1728,-289.3541,3.0,-492.5586,4.0,0.03,3.2
1729,-143.5443,3.0,-190.3006,4.0,0.03,3.2
1730,402.3946,3.0,99.7178,4.0,0.03,3.2
1731,50.0119,3.0,-418.0283,4.0,0.03,3.2
1732,5.8647,3.0,420.2151,4.0,0.03,3.2
1733,-410.7539,3.0,-258.4819,4.0,0.03,3.2
1734,28.7777,3.0,-163.5436,4.0,0.03,3.2
1735,395.9144,3.0,-524.4611,4.0,0.03,3.2
1736,-424.9225,3.0,-37.3208,4.0,0.03,3.2
1737,91.4374,3.0,-235.6588,4.0,0.03,3.2
1738,339.794,3.0,340.5046,4.0,0.03,3.2
1739,-256.0576,3.0,-532.2113,4.0,0.03,3.2
1740,65.4139,3.0,-378.713,4.0,0.03,3.2
1741,140.6763,3.0,322.7024,4.0,0.03,3.2
1742,-401.7496,3.0,-456.0959,4.0,0.03,3.2
1743,185.5843,3.0,395.3061,4.0,0.03,3.2
1744,363.4759,3.0,-104.6786,4.0,0.03,3.2
1745,-259.044,3.0,359.3074,4.0,0.03,3.2
1746,390.311,3.0,5.3926,4.0,0.03,3.2
1747,-340.8197,3.0,129.6415,4.0,0.03,3.2
1748,-108.4162,3.0,-266.9253,4.0,0.03,3.2
1749,-143.0481,3.0,406.853,4.0,0.03,3.2
1750,495.3884,3.0,55.9203,4.0,0.03,3.2
1751,-497.0236,3.0,192.5902,4.0,0.03,3.2
1752,-197.8837,3.0,101.1326,4.0,0.03,3.2
1753,-264.6297,3.0,-427.7498,4.0,0.03,3.2
1754,24.4825,3.0,-257.205,4.0,0.03,3.2
1755,-293.7018,3.0,-255.8998,4.0,0.03,3.2
1756,321.2538,3.0,-397.7479,4.0,0.03,3.2
1757,-346.7218,3.0,318.3323,4.0,0.03,3.2
1758,-77.689,3.0,411.5588,4.0,0.03,3.2
1759,315.7694,3.0,-17.5856,4.0,0.03,3.2
1760,-481.9754,3.0,132.5995,4.0,0.03,3.2
1761,-492.3336,3.0,204.4481,4.0,0.03,3.2
1762,527.64,3.0,-323.05,4.0,0.03,3.2
1763,-183.3065,3.0,374.5669,4.0,0.03,3.2
1764,80.9888,3.0,-255.3425,4.0,0.03,3.2
1765,132.252,3.0,-401.172,4.0,0.03,3.2
1766,619.3336,3.0,-22.4994,4.0,0.03,3.2
1767,-152.1028,3.0,222.7166,4.0,0.03,3.2
1768,419.5307,3.0,-427.2037,4.0,0.03,3.2
1769,-301.1608,3.0,362.6385,4.0,0.03,3.2
1770,-589.8504,3.0,-137.1362,4.0,0.03,3.2
1771,96.563,3.0,-532.2748,4.0,0.03,3.2
1772,331.4967,3.0,-566.5633,4.0,0.03,3.2
1773,-553.511,3.0,127.1885,4.0,0.03,3.2
1774,-254.3056,3.0,231.4953,4.0,0.03,3.2
1775,-394.4487,3.0,227.5274,4.0,0.03,3.2
1776,-547.1749,3.0,-344.7833,4.0,0.03,3.2
1777,387.6356,3.0,-45.5165,4.0,0.03,3.2
1778,346.4082,3.0,-82.9848,4.0,0.03,3.2
1779,483.6278,3.0,120.2992,4.0,0.03,3.2
1780,-293.6556,3.0,330.8712,4.0,0.03,3.2
1781,147.597,3.0,396.062,4.0,0.03,3.2
1782,-470.1219,3.0,-251.9822,4.0,0.03,3.2
1783,-605.3662,3.0,6.3948,4.0,0.03,3.2
1784,249.9427,3.0,375.5506,4.0,0.03,3.2
1785,-288.7834,3.0,142.574,4.0,0.03,3.2
1786,486.8278,3.0,-106.8287,4.0,0.03,3.2
1787,-435.8672,3.0,-60.7576,4.0,0.03,3.2
1788,-586.3929,3.0,-14.8397,4.0,0.03,3.2
1789,-258.2221,3.0,14.895,4.0,0.03,3.2
1790,-361.8246,3.0,201.0625,4.0,0.03,3.2
1791,-401.6762,3.0,299.4828,4.0,0.03,3.2
1792,268.3734,3.0,147.5453,4.0,0.03,3.2
1793,-88.9422,3.0,207.4375,4.0,0.03,3.2
1794,-156.5461,3.0,401.6114,4.0,0.03,3.2
1795,265.4568,3.0,62.8314,4.0,0.03,3.2
1796,-131.7277,3.0,396.5967,4.0,0.03,3.2
1797,-0.84,3.0,407.5189,4.0,0.03,3.2
1798,-36.7227,3.0,-445.0232,4.0,0.03,3.2
1799,-55.0052,3.0,402.8271,4.0,0.03,3.2
1800,89.7366,3.0,288.3948,4.0,0.03,3.2
1801,435.5059,3.0,270.893,4.0,0.03,3.2
1802,88.5879,3.0,386.4975,4.0,0.03,3.2
1803,-582.5357,3.0,69.1616,4.0,0.03,3.2
1804,522.4177,3.0,-295.0725,4.0,0.03,3.2
1805,-253.4235,3.0,-264.5616,4.0,0.03,3.2
1806,-258.4189,3.0,292.3536,4.0,0.03,3.2
1807,-167.7602,3.0,178.9873,4.0,0.03,3.2
1808,160.722,3.0,391.1607,4.0,0.03,3.2
1809,0.4686,3.0,-265.7108,4.0,0.03,3.2
1810,-14.4311,3.0,407.0248,4.0,0.03,3.2
1811,-540.3722,3.0,103.9677,4.0,0.03,3.2
1812,-429.7362,3.0,-316.8839,4.0,0.03,3.2
1813,520.0338,3.0,168.1743,4.0,0.03,3.2
1814,-14.2834,3.0,-249.3455,4.0,0.03,3.2
1815,-224.6825,3.0,-469.0917,4.0,0.03,3.2
1816,-353.7936,3.0,-215.1471,4.0,0.03,3.2
1817,-208.8135,3.0,391.5643,4.0,0.03,3.2
1818,-28.0293,3.0,271.5322,4.0,0.03,3.2
1819,190.975,3.0,-147.5541,4.0,0.03,3.2
1820,71.08,3.0,402.5573,4.0,0.03,3.2
1821,226.8119,3.0,-85.5407,4.0,0.03,3.2
1822,-261.4252,3.0,375.3958,4.0,0.03,3.2
1823,-350.6351,3.0,-167.2872,4.0,0.03,3.2
1824,-208.7933,3.0,75.0708,4.0,0.03,3.2
1825,67.6848,3.0,-235.0871,4.0,0.03,3.2
1826,-431.6237,3.0,-455.8088,4.0,0.03,3.2
1827,-282.1607,3.0,-30.0493,4.0,0.03,3.2
1828,549.2698,3.0,129.4325,4.0,0.03,3.2
1829,11.7004,3.0,-114.9304,4.0,0.03,3.2
1830,-6.0998,3.0,-242.3847,4.0,0.03,3.2
1831,-182.726,3.0,-98.7778,4.0,0.03,3.2
1832,-27.999,3.0,406.0772,4.0,0.03,3.2
1833,503.6244,3.0,-101.9289,4.0,0.03,3.2
1834,189.7364,3.0,52.4558,4.0,0.03,3.2
1835,181.5308,3.0,211.1242,4.0,0.03,3.2
1836,-388.7582,3.0,-177.0231,4.0,0.03,3.2
1837,16.4864,3.0,383.0513,4.0,0.03,3.2
1838,-166.9126,3.0,148.2143,4.0,0.03,3.2
1839,-96.8051,3.0,-584.5732,4.0,0.03,3.2
1840,-325.1327,3.0,-213.5036,4.0,0.03,3.2
1841,285.6759,3.0,193.0565,4.0,0.03,3.2
1842,84.4683,3.0,400.2025,4.0,0.03,3.2
1843,398.9285,3.0,-446.1717,4.0,0.03,3.2
1844,45.1269,3.0,271.1622,4.0,0.03,3.2
1845,-548.7002,3.0,-40.2342,4.0,0.03,3.2
1846,509.8493,3.0,145.3536,4.0,0.03,3.2
1847,425.5487,3.0,227.0322,4.0,0.03,3.2
1848,248.3221,3.0,-606.6519,4.0,0.03,3.2
1849,-16.6924,3.0,-490.8199,4.0,0.03,3.2
1850,399.2049,3.0,296.2941,4.0,0.03,3.2
1851,-268.1152,3.0,335.1316,4.0,0.03,3.2
1852,-629.0831,3.0,-146.1309,4.0,0.03,3.2
1853,598.2114,3.0,-56.7229,4.0,0.03,3.2
1854,-363.6309,3.0,322.4586,4.0,0.03,3.2
1855,-118.4115,3.0,401.0122,4.0,0.03,3.2
1856,221.635,3.0,-361.3739,4.0,0.03,3.2
1857,234.6316,3.0,251.1878,4.0,0.03,3.2
1858,407.1281,3.0,200.0372,4.0,0.03,3.2
1859,-68.6942,3.0,330.2607,4.0,0.03,3.2
1860,-570.1909,3.0,-304.6752,4.0,0.03,3.2
1861,354.7349,3.0,236.197,4.0,0.03,3.2
1862,340.0164,3.0,-212.6724,4.0,0.03,3.2
1863,283.5369,3.0,-116.7012,4.0,0.03,3.2
1864,366.8425,3.0,-132.1389,4.0,0.03,3.2
1865,-228.5304,3.0,-1.3365,4.0,0.03,3.2
1866,-135.6578,3.0,368.2491,4.0,0.03,3.2
1867,-307.9196,3.0,-459.7065,4.0,0.03,3.2
1868,-542.6749,3.0,91.003,4.0,0.03,3.2
1869,97.7698,3.0,397.4027,4.0,0.03,3.2
1870,-37.1998,3.0,-216.1227,4.0,0.03,3.2
1871,154.0872,3.0,-18.5347,4.0,0.03,3.2
1872,-362.8006,3.0,226.3135,4.0,0.03,3.2
1873,-230.7129,3.0,99.3581,4.0,0.03,3.2
1874,-313.0992,3.0,352.1396,4.0,0.03,3.2
1875,135.9295,3.0,291.6352,4.0,0.03,3.2
1876,-262.2364,3.0,170.4421,4.0,0.03,3.2
1877,110.9697,3.0,394.1613,4.0,0.03,3.2
1878,161.9984,3.0,-37.7956,4.0,0.03,3.2
1879,0.8979,3.0,328.4402,4.0,0.03,3.2
1880,-321.3162,3.0,-3.7168,4.0,0.03,3.2
1881,-344.4841,3.0,276.2457,4.0,0.03,3.2
1882,211.5261,3.0,382.5413,4.0,0.03,3.2
1883,-147.3839,3.0,267.6642,4.0,0.03,3.2
1884,-169.8625,3.0,395.9219,4.0,0.03,3.2
1885,251.0945,3.0,-462.9349,4.0,0.03,3.2
1886,-206.788,3.0,6.5051,4.0,0.03,3.2
1887,-270.6512,3.0,50.3789,4.0,0.03,3.2
1888,-283.703,3.0,-539.1032,4.0,0.03,3.2
1889,85.7648,3.0,-192.3934,4.0,0.03,3.2
1890,303.0426,3.0,-185.5433,4.0,0.03,3.2
1891,635.9025,3.0,-175.739,4.0,0.03,3.2
1892,384.5252,3.0,265.8523,4.0,0.03,3.2
1893,294.5832,3.0,-113.7322,4.0,0.03,3.2
1894,-283.6537,3.0,193.3438,4.0,0.03,3.2
1895,249.9538,3.0,281.004,4.0,0.03,3.2
1896,-221.2693,3.0,292.7746,4.0,0.03,3.2
1897,-548.8581,3.0,-301.8836,4.0,0.03,3.2
1898,126.7807,3.0,376.4348,4.0,0.03,3.2
1899,-140.9493,3.0,-407.6218,4.0,0.03,3.2
1900,618.6332,3.0,-36.9259,4.0,0.03,3.2
1901,124.7662,3.0,36.5419,4.0,0.03,3.2
1902,-241.1773,3.0,-338.9769,4.0,0.03,3.2
1903,-446.8608,3.0,83.2051,4.0,0.03,3.2
1904,303.7655,3.0,-87.0238,4.0,0.03,3.2
1905,-556.3603,3.0,113.9079,4.0,0.03,3.2
1906,-68.4136,3.0,400.5278,4.0,0.03,3.2
1907,292.5814,3.0,273.0473,4.0,0.03,3.2
1908,-304.3858,3.0,-223.0454,4.0,0.03,3.2
1909,-166.3176,3.0,114.4509,4.0,0.03,3.2
1910,137.006,3.0,386.3686,4.0,0.03,3.2
1911,59.2683,3.0,-314.5058,4.0,0.03,3.2
1912,146.636,3.0,297.4303,4.0,0.03,3.2
1913,-584.0053,3.0,55.2126,4.0,0.03,3.2
1914,16.0903,3.0,-491.3192,4.0,0.03,3.2
1915,-182.7125,3.0,243.8781,4.0,0.03,3.2
1916,-590.9623,3.0,-206.2542,4.0,0.03,3.2
1917,360.6727,3.0,69.6714,4.0,0.03,3.2
1918,287.2303,3.0,-35.9852,4.0,0.03,3.2
1919,-273.8114,3.0,366.217,4.0,0.03,3.2
1920,604.2576,3.0,-136.89,4.0,0.03,3.2
1921,-80.9855,3.0,-438.4066,4.0,0.03,3.2
1922,186.4432,3.0,380.0613,4.0,0.03,3.2
1923,248.7168,3.0,146.2234,4.0,0.03,3.2
1924,145.8325,3.0,163.0624,4.0,0.03,3.2
1925,476.8793,3.0,-393.22,4.0,0.03,3.2
1926,526.9956,3.0,-145.2401,4.0,0.03,3.2
1927,-81.7386,3.0,397.7822,4.0,0.03,3.2
1928,16.9562,3.0,407.4804,4.0,0.03,3.2
1929,207.4942,3.0,210.9174,4.0,0.03,3.2
1930,-619.0579,3.0,-90.2286,4.0,0.03,3.2
1931,-354.8988,3.0,213.282,4.0,0.03,3.2
1932,-411.4504,3.0,285.6612,4.0,0.03,3.2
1933,69.2331,3.0,-649.8662,4.0,0.03,3.2
1934,-78.8709,3.0,338.4594,4.0,0.03,3.2
1935,-386.8586,3.0,-27.4184,4.0,0.03,3.2
1936,-454.3759,3.0,6.5231,4.0,0.03,3.2
1937,-94.9653,3.0,394.5929,4.0,0.03,3.2
1938,368.6705,3.0,188.3142,4.0,0.03,3.2
1939,-136.0044,3.0,-438.8241,4.0,0.03,3.2
1940,-182.9823,3.0,389.7908,4.0,0.03,3.2
1941,377.5989,3.0,225.5805,4.0,0.03,3.2
1942,230.3157,3.0,-186.6098,4.0,0.03,3.2
1943,142.2121,3.0,73.4305,4.0,0.03,3.2
1944,-374.1937,3.0,309.8949,4.0,0.03,3.2
1945,-261.372,3.0,-87.2199,4.0,0.03,3.2
1946,-300.9013,3.0,-485.4202,4.0,0.03,3.2
1947,0.753,3.0,-593.7145,4.0,0.03,3.2
1948,90.1013,3.0,317.8621,4.0,0.03,3.2
1949,628.488,3.0,-119.4987,4.0,0.03,3.2
1950,209.8838,3.0,87.1679,4.0,0.03,3.2
1951,300.9142,3.0,300.5045,4.0,0.03,3.2
1952,-501.4339,3.0,180.6247,4.0,0.03,3.2
1953,-108.0794,3.0,390.9638,4.0,0.03,3.2
1954,-1.9823,3.0,147.7187,4.0,0.03,3.2
1955,-314.1165,3.0,136.8803,4.0,0.03,3.2
1956,160.5341,3.0,-10.6028,4.0,0.03,3.2
1957,162.4616,3.0,376.8596,4.0,0.03,3.2
1958,334.6771,3.0,121.2745,4.0,0.03,3.2
1959,-34.382,3.0,-203.6235,4.0,0.03,3.2
1960,199.011,3.0,373.8756,4.0,0.03,3.2
1961,488.3953,3.0,-314.6,4.0,0.03,3.2
1962,-283.238,3.0,-16.6898,4.0,0.03,3.2
1963,-234.4663,3.0,376.2756,4.0,0.03,3.2
1964,-368.3385,3.0,188.6179,4.0,0.03,3.2
1965,94.7633,3.0,306.5231,4.0,0.03,3.2
1966,408.8602,3.0,283.0666,4.0,0.03,3.2
1967,198.4745,3.0,267.0579,4.0,0.03,3.2
1968,19.539,3.0,-170.1668,4.0,0.03,3.2
1969,-72.4832,3.0,386.8627,4.0,0.03,3.2
1970,-5.9901,3.0,-420.0108,4.0,0.03,3.2
1971,-271.9403,3.0,297.0411,4.0,0.03,3.2
1972,-4.4097,3.0,170.2208,4.0,0.03,3.2
1973,372.1216,3.0,305.603,4.0,0.03,3.2
1974,330.1901,3.0,309.2525,4.0,0.03,3.2
1975,-121.0658,3.0,386.8988,4.0,0.03,3.2
1976,-178.2564,3.0,201.4657,4.0,0.03,3.2
